Date,USD (PM),Value,able_trade_gold,gold_growth_rate,bit_growth_rate,gip,bip,gir,bir,C,G,B,total property,gold_macd,bit_macd
2016-09-27,1327.0,605.96,1.0,-0.0100708690787019,0.0116531436775852,,,,,,,,,-511.9036913447635,-239.42678518820736
2016-09-28,1322.5,605.67,1.0,-0.0033911077618688,-0.0004785794441878,,,,,,,,,489.32933190386115,229.80905554946398
2016-09-29,1318.1,603.85,1.0,-0.0033270321361059,-0.0030049366816912,,,,,,,,,-460.9592931414147,-215.7631054248715
2016-09-30,1322.5,609.39,1.0,0.0033381382292694,0.009174463856918,,,,,,,,,437.5646951732257,205.8878364526246
2016-10-01,1322.5,614.82,0.0,0.0,0.0089105498941565,,,,,,,,,-410.4189163177609,-191.5337573912531
2016-10-02,1322.5,612.98,0.0,0.0,-0.0029927458443122,,,,,,,,,387.5378658178597,181.97976986546456
2016-10-03,1313.3,611.85,1.0,-0.0069565217391304,-0.0018434532937453,,,,,,,,,-363.9176571261473,-169.69984003935048
2016-10-04,1283.3,609.62,1.0,-0.02284321937105,-0.003644684154613,,,,,,,,,337.2829400358679,159.8926711322026
2016-10-05,1269.4,607.18,1.0,-0.0108314501675367,-0.0040024933565172,,,,,,,,,-321.3601115002545,-149.58470203038388
2016-10-06,1254.5,612.08,1.0,-0.0117378288955412,0.0080700945353932,,,,,,,,,294.516033983244,140.75969264426834
2016-10-07,1258.75,617.21,1.0,0.0033878039059386,0.0083812573519801,,,,,,,,,-280.0527202482866,-130.1966671028582
2016-10-08,1258.75,614.74,0.0,0.0,-0.0040018794251551,,,,,,,,,258.1322871319929,122.41237592998547
2016-10-09,1258.75,615.65,0.0,0.0,0.001480300614894,,,,,,,,,-243.93431458800825,-113.53742559164743
2016-10-10,1259.5,617.54,1.0,0.0005958291956305,0.0030699260943717,,,,,,,,,225.39212763073212,106.75252914887764
2016-10-11,1253.45,614.77,1.0,-0.0048034934497816,-0.0044855393982575,,,,,,,,,-212.68350201099145,-99.16266432393441
2016-10-12,1256.5,635.01,1.0,0.0024332841357851,0.0329228817281259,,,,,,,,,196.41011192988447,95.16192713875824
2016-10-13,1261.05,635.96,1.0,0.0036211699164345,0.0014960394324499,,,,,,,,,-183.56618136570432,-85.77774987321659
2016-10-14,1251.75,634.02,1.0,-0.007374806708695,-0.0030505063211523,,,,,,,,,169.0897480203774,81.45377517539464
2016-10-15,1251.75,637.94,0.0,0.0,0.0061827702596133,,,,,,,,,-158.86515490593723,-73.68041949030157
2016-10-16,1251.75,641.42,0.0,0.0,0.0054550584694483,,,,,,,,,146.60857225865198,70.46092453568687
2016-10-17,1254.8,638.97,1.0,0.0024365887757139,-0.0038196501512268,,,,,,,,,-136.89414180122697,-64.0357672123381
2016-10-18,1258.2,636.29,1.0,0.0027095951546063,-0.004194250121289,,,,,,,,,127.29907489472467,60.097120474721706
2016-10-19,1269.05,629.25,1.0,0.0086234302972499,-0.0110641374216158,,,,,,,,,-116.8512661599138,-56.106985440428474
2016-10-20,1271.65,627.72,1.0,0.0020487766439463,-0.0024314660309892,,,,,,,,,110.23440139332874,51.423127245677684
2016-10-21,1266.05,631.92,1.0,-0.0044037274407267,0.006690881284649,,,,,,,,,-101.85661859191208,-47.561263449646226
2016-10-22,1266.05,655.48,0.0,0.0,0.0372832004051146,,,,,,,,,94.96722922659359,47.221659307729006
2016-10-23,1266.05,653.25,0.0,0.0,-0.0034020870201989,,,,,,,,,-87.81918405738186,-41.11252252318889
2016-10-24,1265.55,651.39,1.0,-0.0003949291102247,-0.0028473019517795,,,,,,,,,81.6887599316176,39.57955580595543
2016-10-25,1269.4,655.31,1.0,0.0030421555845285,0.0060179001826861,,,,,,,,,-75.150669031312,-34.68700543291582
2016-10-26,1270.5,651.45,1.0,0.0008665511265163,-0.0058903419755534,,,,,,,,,70.44691094483683,33.05854251001425
2016-10-27,1266.25,682.22,1.0,-0.003345139708776,0.0472330954025634,,,,,,,,,-65.34079132704422,-25.89125879337243
2016-10-28,1273.0,687.68,1.0,0.0053307008884501,0.0080032833983171,,,,,,,,,61.4091543880898,29.016785948109302
2016-10-29,1273.0,685.91,0.0,0.0,-0.0025738715681712,,,,,,,,,-56.116647346872284,-23.435128833893074
2016-10-30,1273.0,698.0,0.0,0.0,0.0176262191832748,,,,,,,,,52.54046652305384,26.271970300944474
2016-10-31,1272.0,702.0,1.0,-0.0007855459544383,0.0057306590257879,,,,,,,,,-48.299598039031295,-20.159917482970968
2016-11-01,1288.45,697.01,1.0,0.0129323899371069,-0.0071082621082621,,,,,,,,,47.07073584796967,21.44337347784463
2016-11-02,1303.75,733.33,1.0,0.0118747332065659,0.0521082911292521,,,,,,,,,-39.40376911607912,-13.16427121408016
2016-11-03,1301.0,686.17,1.0,-0.0021093000958772,-0.0643093832244693,,,,,,,,,39.48387536631722,12.376439966264229
2016-11-04,1302.8,683.69,1.0,0.0013835511145272,-0.0036142646865935,,,,,,,,,-33.989103685679,-13.27503681942386
2016-11-05,1302.8,704.79,0.0,0.0,0.0308619403530838,,,,,,,,,33.61254595030907,14.878844536125953
2016-11-06,1302.8,712.0,0.0,0.0,0.010229997587934,,,,,,,,,-29.481830706802896,-11.511624385047853
2016-11-07,1283.05,709.96,1.0,-0.0151596561252686,-0.0028651685393257,,,,,,,,,26.150856281625522,12.965541121500621
2016-11-08,1282.35,708.97,1.0,-0.0005455749970773,-0.0013944447574511,,,,,,,,,-25.660192505860294,-10.965038235954282
2016-11-09,1281.4,720.93,1.0,-0.0007408273872186,0.0168695431400481,,,,,,,,,22.839075600549137,13.066379302117127
2016-11-10,1267.5,721.5,1.0,-0.010847510535352,0.0007906454163373,,,,,,,,,-23.979324970809856,-9.929638411611542
2016-11-11,1236.45,715.45,1.0,-0.0244970414201183,-0.0083853083853083,,,,,,,,,15.973565690693135,10.36682691391222
2016-11-12,1236.45,703.71,0.0,0.0,-0.016409252917744,,,,,,,,,-20.38296786337878,-10.455519678022256
2016-11-13,1236.45,702.28,0.0,0.0,-0.0020320870813262,,,,,,,,,14.914338644316103,8.83345451459688
2016-11-14,1213.6,706.46,1.0,-0.0184803267418821,0.0059520419206015,,,,,,,,,-20.32910695121454,-8.368864500420294
2016-11-15,1226.95,710.91,1.0,0.0110003295978906,0.0062990119752001,,,,,,,,,15.231823772181912,8.285450750221571
2016-11-16,1229.2,711.73,1.0,0.0018338155589062,0.0011534512104205,,,,,,,,,-16.35989452039675,-7.152276468825768
2016-11-17,1226.75,736.96,1.0,-0.0019931662870159,0.0354488359349753,,,,,,,,,12.79554544951526,10.286575151197212
2016-11-18,1211.0,747.52,1.0,-0.0128388017118402,0.0143291359096829,,,,,,,,,-15.589491161637923,-4.774031391738902
2016-11-19,1211.0,748.98,0.0,0.0,0.001953125,,,,,,,,,11.004689478420715,8.215630530986175
2016-11-20,1211.0,729.06,0.0,0.0,-0.0265961707922775,,,,,,,,,-12.564104796935567,-6.922603964986266
2016-11-21,1214.25,738.53,1.0,0.0026837324525185,0.0129893287246591,,,,,,,,,9.835978287893212,7.613518298770032
2016-11-22,1212.25,736.97,1.0,-0.0016471072678608,-0.0021123041718006,,,,,,,,,-10.472290126423005,-5.632186237405449
2016-11-23,1185.35,741.63,1.0,-0.0221901422973809,0.0063231881894784,,,,,,,,,4.854162685739979,6.36005198066087
2016-11-24,1186.1,737.45,1.0,0.0006327245117475,-0.0056362337014413,,,,,,,,,-8.532697627292706,-4.921072269283549
2016-11-25,1187.7,735.64,1.0,0.0013489587724476,-0.0024544036883857,,,,,,,,,5.109029106737708,4.522462840300463
2016-11-26,1187.7,733.67,0.0,0.0,-0.0026779402968843,,,,,,,,,-7.131006929320378,-4.013183967258271
2016-11-27,1187.7,727.96,0.0,0.0,-0.0077827906279388,,,,,,,,,4.823863149400395,2.7045546969715986
2016-11-28,1187.0,727.31,1.0,-0.0005893744211501,-0.0008929062036376,,,,,,,,,-6.098683320683335,-3.151324754564925
2016-11-29,1186.55,732.71,1.0,-0.0003791069924178,0.0074246194882513,,,,,,,,,4.371285360749852,2.8694171196769247
2016-11-30,1178.1,742.69,1.0,-0.0071214866630146,0.0136206684772966,,,,,,,,,-6.229400511122151,-1.129640963721286
2016-12-01,1161.85,742.05,1.0,-0.0137933961463373,-0.0008617323513176,,,,,,,,,1.8525619519870276,2.1347757881979987
2016-12-02,1173.5,772.43,1.0,0.0100271119335543,0.0409406374233542,,,,,,,,,-3.5987347932444322,2.802792560887184
2016-12-03,1173.5,764.33,0.0,0.0,-0.0104863871159845,,,,,,,,,2.255613930257681,0.7649893352122348
2016-12-04,1173.5,762.97,0.0,0.0,-0.0017793361506155,,,,,,,,,-3.3137612779002694,1.1644727529419896
2016-12-05,1162.2,754.63,1.0,-0.0096293140178951,-0.0109309671415652,,,,,,,,,0.9538272204591038,-0.12813992561362397
2016-12-06,1172.5,756.62,1.0,0.0088625021510927,0.0026370539204643,,,,,,,,,-1.7426041123206488,0.5320530802591037
2016-12-07,1177.65,758.99,1.0,0.0043923240938167,0.0031323517749993,,,,,,,,,2.193820459430057,0.687896145929443
2016-12-08,1171.05,769.72,1.0,-0.0056043816074386,0.0141372086588756,,,,,,,,,-2.8249379705387554,1.2604389374346
2016-12-09,1163.6,770.02,1.0,-0.0063618120490158,0.0003897521176531,,,,,,,,,1.2518528920410716,0.9523065364336389
2016-12-10,1163.6,769.08,0.0,0.0,-0.0012207475130515,,,,,,,,,-2.5842817604892616,0.22311073887824762
2016-12-11,1163.6,777.0,0.0,0.0,0.0102980184116086,,,,,,,,,1.5354217576317808,2.067973268206515
2016-12-12,1156.1,777.0,1.0,-0.00644551392231,0.0,,,,,,,,,-3.304100818632037,-0.2609817396648566
2016-12-13,1158.55,777.99,1.0,0.0021191938413632,0.0012741312741312,,,,,,,,,1.921259530650829,1.8313794348422618
2016-12-14,1162.25,774.89,1.0,0.0031936472314531,-0.0039846270517616,,,,,,,,,-2.2157088530101134,-0.9189033601485335
2016-12-15,1126.95,776.75,1.0,-0.0303721230372122,0.0024003406935178,,,,,,,,,-2.7319371735872267,1.732840187898276
2016-12-16,1131.6,775.88,1.0,0.0041261812857712,-0.0011200514966205,,,,,,,,,-1.4573297159798386,-0.9929842860816649
2016-12-17,1131.6,788.7,0.0,0.0,0.0165231736866526,,,,,,,,,-1.1111802376365745,3.013497792035764
2016-12-18,1131.6,788.4,0.0,0.0,-0.00038037276531,,,,,,,,,-1.5563905295860394,-0.8749940381388939
2016-12-19,1136.25,788.67,1.0,0.0041092258748675,0.0003424657534246,,,,,,,,,0.48831678142821033,2.1354758728836885
2016-12-20,1125.7,793.09,1.0,-0.0092849284928492,0.0056043719172785,,,,,,,,,-2.911241794841004,-0.14335192726430535
2016-12-21,1133.65,824.21,1.0,0.0070622723638625,0.0392389262252707,,,,,,,,,1.8322766365719474,5.48137298716793
2016-12-22,1131.35,834.97,1.0,-0.0020288448815773,0.0130549253224299,,,,,,,,,-2.600186666711579,1.2645985464492213
2016-12-23,1131.35,901.31,0.0,0.0,0.0794519563577133,,,,,,,,,1.5713255701363664,11.997764042441432
2016-12-24,1131.35,891.61,0.0,0.0,-0.0107621129245209,,,,,,,,,-2.0280255740589865,-0.19590711585316
2016-12-25,1131.35,892.6,0.0,0.0,0.0011103509381904,,,,,,,,,1.3381718834892524,7.480197903120811
2016-12-26,1131.35,897.33,0.0,0.0,0.0052991261483307,,,,,,,,,-1.6020829458748267,0.8544491190979357
2016-12-27,1131.35,930.37,0.0,0.0,0.0368203448006864,,,,,,,,,1.1348778806388111,8.61125483849223
2016-12-28,1134.6,930.34,1.0,0.0028726742387413,-3.2245235766386185e-05,,,,,,,,,-0.865658638911853,1.072740061835404
2016-12-29,1145.9,963.38,1.0,0.0099594570773842,0.0355138981447642,,,,,,,,,2.4141546887021974,9.167160182768285
2016-12-30,1145.9,952.15,0.0,0.0,-0.0116568747534721,,,,,,,,,-0.7421426184228324,-0.04979786930967123
2016-12-31,1145.9,958.12,0.0,0.0,0.0062700204799664,,,,,,,,,1.7098717793458036,5.8631216618133095
2017-01-01,1145.9,997.72,0.0,0.0,0.0413309397570242,,,,,,,,,-0.6196443488867089,5.831137103960103
2017-01-02,1145.9,1015.97,0.0,0.0,0.0182917050875997,,,,,,,,,1.2215633443575342,5.402482537892681
2017-01-03,1151.0,1013.42,1.0,0.0044506501439915,-0.0025099166313966,,,,,,,,,0.14222662763283722,4.125159096898713
2017-01-04,1164.25,1126.76,1.0,0.011511728931364,0.1118391190227151,,,,,,,,,2.5901724169532514,17.211767783317057
2017-01-05,1176.7,994.67,1.0,0.0106935795576551,-0.1172299336149668,,,,,,,,,1.6182243715249882,-13.12207576741234
2017-01-06,1175.85,999.65,1.0,-0.0007223591399678,0.0050066856344315,,,,,,,,,1.639327870452135,10.033044905199958
2017-01-07,1175.85,896.83,0.0,0.0,-0.1028559995998598,,,,,,,,,0.9476809328573097,-19.774621296724916
2017-01-08,1175.85,908.14,0.0,0.0,0.0126110857130113,,,,,,,,,1.1326923401915394,5.680774682362809
2017-01-09,1178.5,910.49,1.0,0.002253688820853,0.0025877067412513,,,,,,,,,0.8656731643309286,-10.030977615752647
2017-01-10,1189.5,906.05,1.0,0.0093338990241832,-0.004876495074081,,,,,,,,,2.2130468275941126,0.6924823974623422
2017-01-11,1178.55,785.22,1.0,-0.0092055485498108,-0.1333590861431487,,,,,,,,,-0.8859271121165477,-19.462952083079387
2017-01-12,1205.05,780.92,1.0,0.0224852573077086,-0.0054761722829271,,,,,,,,,4.7919961556393815,-2.8995249089566357
2017-01-13,1190.35,826.29,1.0,-0.0121986639558524,0.0580981406546125,,,,,,,,,-2.326855160656976,-3.8485843513269344
2017-01-14,1190.35,817.91,0.0,0.0,-0.0101417177988357,,,,,,,,,2.8693941891619374,-5.575483539425846
2017-01-15,1190.35,819.55,0.0,0.0,0.0020051105867393,,,,,,,,,-1.2614133956228955,0.30146047600074155
2017-01-16,1203.0,830.5,1.0,0.0106271264754064,0.0133609907876274,,,,,,,,,3.2020890648132507,-4.634237913332086
2017-01-17,1216.05,903.84,1.0,0.0108478802992518,0.0883082480433474,,,,,,,,,1.1660493186201535,11.95980826015095
2017-01-18,1214.75,906.6,1.0,-0.0010690349903375,0.0030536378120021,,,,,,,,,1.6063192344079056,-4.662867900715284
2017-01-19,1196.05,895.798875,1.0,-0.0153941140152295,-0.011913881535407,,,,,,,,,-1.3676750717840918,8.186464688035898
2017-01-20,1200.55,893.6210875,1.0,0.0037623845156975,-0.0024311121176613,,,,,,,,,1.2666331799669024,-5.075423387532354
2017-01-21,1200.55,895.64,0.0,0.0,0.0022592489459353,,,,,,,,,-0.5174629071626669,7.182601029132385
2017-01-22,1200.55,918.603625,0.0,0.0,0.0256393472823902,,,,,,,,,0.449066592569892,-1.8810621248911303
2017-01-23,1212.85,922.0736125,1.0,0.0102453042355586,0.0037774589665918,,,,,,,,,1.5991183335425916,6.576347808662689
2017-01-24,1216.8,919.97,1.0,0.0032567918538978,-0.0022813932331242,,,,,,,,,0.48006042314965214,-2.9093688743799078
2017-01-25,1195.0,893.045625,1.0,-0.0179158448389217,-0.0292665793449787,,,,,,,,,-1.4493396722698009,2.114769728406543
2017-01-26,1189.7,915.95625,1.0,-0.0044351464435146,0.0256544843383561,,,,,,,,,-0.7432986331882319,-0.2911806976167526
2017-01-27,1184.85,915.05,1.0,-0.0040766579810037,-0.0009894031510784,,,,,,,,,-1.1912143142749585,2.6092120889075687
2017-01-28,1184.85,920.31225,0.0,0.0,0.0057507786459756,,,,,,,,,-0.8408851271123297,-0.8395494238612855
2017-01-29,1184.85,915.933,0.0,0.0,-0.0047584393231753,,,,,,,,,-0.40393162475295696,2.4010356721840793
2017-01-30,1192.8,912.19,1.0,0.0067097100898848,-0.0040865434480468,,,,,,,,,0.1274452761538356,-2.267712859091361
2017-01-31,1212.8,964.706075,1.0,0.016767270288397,0.0575714215240246,,,,,,,,,2.6603013223406577,9.426059985472037
2017-02-01,1203.65,979.703875,1.0,-0.0075445250659629,0.0155464968954403,,,,,,,,,-1.373534046029718,-0.4789604034082231
2017-02-02,1221.95,983.42,1.0,0.0152037552444647,0.0037931104437041,,,,,,,,,4.270059406302664,7.410681633643435
2017-02-03,1215.2,1013.027,1.0,-0.0055239576087401,0.030106160135039,,,,,,,,,-1.8803038665576537,2.6537550928946843
2017-02-04,1215.2,1030.999413,0.0,0.0,0.0177412971223866,,,,,,,,,2.8133829429797714,7.892714836477396
2017-02-05,1215.2,1034.07,0.0,0.0,0.0029782626074103,,,,,,,,,-1.250908351720355,1.341333164882684
2017-02-06,1226.75,1024.01375,1.0,0.0095046082949308,-0.0097249219105088,,,,,,,,,3.2958465016285174,4.4732873640419655
2017-02-07,1231.0,1050.11,1.0,0.0034644385571632,0.0254842769445232,,,,,,,,,-0.2171247236269096,3.4965366892216707
2017-02-08,1242.1,1052.84,1.0,0.0090170593013809,0.0025997276475797,,,,,,,,,3.47640612417527,3.9579622368874112
2017-02-09,1236.8,976.103,1.0,-0.0042669672329119,-0.0728857186277116,,,,,,,,,-0.7109843381472416,-8.272131134233632
2017-02-10,1228.3,999.1035,1.0,-0.0068725743855109,0.0235635993332671,,,,,,,,,0.9983715675764415,5.884149312138007
2017-02-11,1228.3,997.59,0.0,0.0,-0.00151485807026,,,,,,,,,-0.32735084105442525,-5.742674768281134
2017-02-12,1228.3,1000.604625,0.0,0.0,0.0030219077977927,,,,,,,,,0.5057352236977124,4.3207801090826905
2017-02-13,1222.25,999.877375,1.0,-0.0049255067980134,-0.0007268105521699,,,,,,,,,-0.8456507426710971,-3.8620579144388216
2017-02-14,1230.75,1001.2,1.0,0.0069543874002863,0.0013227872067812,,,,,,,,,1.2503005959046476,2.9710090132948324
2017-02-15,1224.4,1012.325988,1.0,-0.0051594556164939,0.01111265281662,,,,,,,,,-1.1602925054921656,-1.0402646173563852
2017-02-16,1240.55,1035.208125,1.0,0.0131901339431557,0.0226035262072122,,,,,,,,,2.641611259642872,4.815373654201977
2017-02-17,1241.95,1035.2,1.0,0.0011285316996494,-7.84866328214306e-06,,,,,,,,,-0.28003630317287787,-0.5589477894940131
2017-02-18,1241.95,1056.637138,0.0,0.0,0.020708209041731,,,,,,,,,1.3989364724524904,5.6802755777273575
2017-02-19,1241.95,1052.779286,0.0,0.0,-0.0036510660672993,,,,,,,,,0.11823724112355194,-0.6142381434116828
2017-02-20,1237.3,1050.87,1.0,-0.0037441120818069,-0.001813567217165,,,,,,,,,0.0032271378875350365,3.1130230827506864
2017-02-21,1233.2,1123.788429,1.0,-0.0033136668552492,0.0693886294213366,,,,,,,,,-0.16813522972528006,9.207912669350492
2017-02-22,1236.65,1123.223188,1.0,0.0027975997405125,-0.000502978127745,,,,,,,,,0.15663331716018547,1.8732466275992294
2017-02-23,1247.9,1130.01,1.0,0.009097157643634,0.0060422648610776,,,,,,,,,1.61937259368473,6.76387769192516
2017-02-24,1253.65,1174.86625,1.0,0.0046077410048882,0.0396954451730516,,,,,,,,,0.5895922988463127,6.975782323862845
2017-02-25,1253.65,1150.605714,0.0,0.0,-0.0206496152221582,,,,,,,,,1.2859338369319318,1.3114088051065096
2017-02-26,1253.65,1150.37,0.0,0.0,-0.0002048607938689,,,,,,,,,0.13887347912439907,4.262044311148301
2017-02-27,1257.2,1190.75195,1.0,0.002831731344474,0.0351034449785722,,,,,,,,,1.5031781959258979,6.184995911973587
2017-02-28,1255.6,1187.565286,1.0,-0.0012726694241171,-0.0026761778555139,,,,,,,,,-0.3182499141646531,2.26002623481385
2017-03-01,1240.4,1190.89,1.0,-0.0121057661675691,0.0027996052420818,,,,,,,,,-0.7945683688505483,4.414511473331842
2017-03-02,1238.1,1259.410817,1.0,-0.0018542405675589,0.0575374862497794,,,,,,,,,-0.720901710363421,10.188687790891521
2017-03-03,1226.5,1285.14,1.0,-0.0093691947338663,0.0204295394740921,,,,,,,,,-1.7767357163714195,6.341583337237978
2017-03-04,1226.5,1287.0,0.0,0.0,0.0014473131331994,,,,,,,,,-0.7086482491398698,6.585303675555167
2017-03-05,1226.5,1270.9333,0.0,0.0,-0.0124838383838384,,,,,,,,,-0.8897691285974645,2.1931110848030215
2017-03-06,1230.95,1275.197375,1.0,0.0036282103546677,0.0033550737871138,,,,,,,,,-0.13013598627577494,4.512791539134312
2017-03-07,1216.65,1279.5,1.0,-0.0116170437466996,0.0033740855214668,,,,,,,,,-2.1391533456389737,2.2250057633808638
2017-03-08,1209.2,1157.3933,1.0,-0.006123371553035,-0.0954331379445096,,,,,,,,,-1.3368614168217192,-12.962286869508759
2017-03-09,1206.55,1192.469143,1.0,-0.0021915315911347,0.0303058977445264,,,,,,,,,-1.4277730378926776,5.731767258730827
2017-03-10,1202.65,1192.09,1.0,-0.0032323567195722,-0.0003179478498255,,,,,,,,,-1.6367034954304387,-7.9691470595094955
2017-03-11,1202.65,1179.159875,0.0,0.0,-0.0108466013472136,,,,,,,,,-0.65016682989976,1.5584217971686058
2017-03-12,1202.65,1227.494625,0.0,0.0,0.0409908368023462,,,,,,,,,-1.3008642280837819,1.542593573447462
2017-03-13,1204.2,1227.68,1.0,0.0012888205213486,0.0001510189912237,,,,,,,,,0.02419649370884258,0.6867835091093752
2017-03-14,1204.6,1245.370786,1.0,0.000332170735758,0.0144099325557147,,,,,,,,,-1.0071365339113072,3.569104285807313
2017-03-15,1198.8,1257.399625,1.0,-0.0048148763074879,0.0096588414753452,,,,,,,,,-0.5102250863484556,1.7262376437855096
2017-03-16,1229.35,1257.0,1.0,0.0254838171504837,-0.0003178186091792,,,,,,,,,3.031405799513905,2.5002036728352124
2017-03-17,1229.6,1091.171888,1.0,0.0002033594989221,-0.1319237167859983,,,,,,,,,0.029567520011966053,-20.315124411359264
2017-03-18,1229.6,952.2323625,0.0,0.0,-0.1273305581164313,,,,,,,,,1.6058489291938969,-16.48362419270171
2017-03-19,1229.6,967.69,0.0,0.0,0.0162330520456345,,,,,,,,,0.3577645333526078,-11.053783173205161
2017-03-20,1232.4,1049.084488,1.0,0.00227716330514,0.0841121516188034,,,,,,,,,1.046545775673195,-0.0799318367430999
2017-03-21,1241.6,1118.630043,1.0,0.0074651087309313,0.066291662678745,,,,,,,,,1.7477029370007244,2.0011886391649796
2017-03-22,1249.05,1113.0,1.0,0.0060003221649484,-0.0050329803273483,,,,,,,,,1.3141682190819637,-0.766426641160237
2017-03-23,1247.5,1038.789,1.0,-0.0012409431167687,-0.0666765498652291,,,,,,,,,1.2398989973609247,-8.226479685018475
2017-03-24,1247.5,941.9197143,1.0,0.0,-0.0932521288731397,,,,,,,,,0.5257406091403283,-13.070846155378007
2017-03-25,1247.5,927.93,0.0,0.0,-0.0148523426016162,,,,,,,,,1.0989624762732007,-7.141135984972621
2017-03-26,1247.5,956.7863125,0.0,0.0,0.0310975100492494,,,,,,,,,0.04228388065418187,-4.606315348884735
2017-03-27,1257.55,1037.22925,1.0,0.0080561122244488,0.0840761792356849,,,,,,,,,2.2681046186611837,5.706775420516806
2017-03-28,1257.25,1041.04,1.0,-0.0002385591030177,0.003673970821783,,,,,,,,,-0.2447098554799254,-2.190889706085656
2017-03-29,1251.1,1040.5755,1.0,-0.0048916285543846,-0.0004461884269576,,,,,,,,,0.8795371639534579,3.2888387452103416
2017-03-30,1248.8,1037.90455,1.0,-0.0018383822236431,-0.0025668007751479,,,,,,,,,-0.6670868320948671,-1.4097475667428085
2017-03-31,1244.85,1034.74,1.0,-0.0031630365150544,-0.0030489797929876,,,,,,,,,0.25515336638530073,1.3381060943521987
2017-04-01,1244.85,1086.929571,0.0,0.0,0.0504373765390338,,,,,,,,,-0.6239706021800657,6.123914122496743
2017-04-02,1244.85,1099.169125,0.0,0.0,0.0112606688846815,,,,,,,,,0.35024730985853125,2.2355078442264755
2017-04-03,1247.25,1079.99,1.0,0.0019279431256778,-0.0174487479349457,,,,,,,,,-0.2699330414935872,1.6635856614677635
2017-04-04,1257.65,1141.600363,1.0,0.0083383443575867,0.0570471606218576,,,,,,,,,1.7271586109758061,9.05467005065897
2017-04-05,1245.8,1133.079314,1.0,-0.0094223353079156,-0.007464126042854,,,,,,,,,-1.8156672505200504,0.43040951534958083
2017-04-06,1252.5,1133.53,1.0,0.0053780703162626,0.0003977532679587,,,,,,,,,2.0338059930258368,5.336610854023675
2017-04-07,1266.45,1190.45425,1.0,0.0111377245508982,0.0502185650137182,,,,,,,,,0.5897229619045703,8.083709625837344
2017-04-08,1266.45,1181.149838,0.0,0.0,-0.0078158501261177,,,,,,,,,1.3590454254453306,1.8741501069712
2017-04-09,1266.45,1184.03,0.0,0.0,0.0024384391440774,,,,,,,,,0.3276448735718134,5.829691550136829
2017-04-10,1250.05,1207.744875,1.0,-0.012949583481385,0.0200289477462565,,,,,,,,,-1.180199052819276,3.9828171857244996
2017-04-11,1252.9,1226.617038,1.0,0.0022799088036479,0.015625951631548,,,,,,,,,0.47740073868091315,6.435796128845979
2017-04-12,1274.3,1219.09,1.0,0.0170803735334023,-0.0061364205508452,,,,,,,,,2.0879784358698004,1.3717242376357177
2017-04-13,1284.15,1180.023713,1.0,0.0077297339715923,-0.032045449474608,,,,,,,,,1.5219583204881673,-0.7025221388626761
2017-04-14,1284.15,1185.260057,0.0,0.0,0.004437490486261,,,,,,,,,1.4011395538001779,1.2687751311218562
2017-04-15,1284.15,1170.36,0.0,0.0,-0.0125711289366431,,,,,,,,,0.9118927700153989,-2.052542771993643
2017-04-16,1284.15,1186.927413,0.0,0.0,0.0141558264123859,,,,,,,,,0.9560874132594392,2.5723635790375
2017-04-17,1284.15,1205.634875,0.0,0.0,0.0157612519477634,,,,,,,,,0.5271253761747943,1.4953232325739378
